Timestamp,VehicleCount
2025-01-01 09:24:55,1
2025-01-01 09:25:18,2
2025-01-01 09:40:19,3
2025-01-01 10:02:03,4
2025-01-01 10:09:44,5
2025-01-01 10:09:45,6
2025-01-01 10:13:00,7
2025-01-01 10:13:01,8
2025-01-01 10:15:53,9
2025-01-01 10:22:52,10
2025-01-01 10:31:09,11
2025-01-01 10:45:37,12
2025-01-01 10:49:18,13
2025-01-01 10:50:17,14
2025-01-01 11:01:32,15
2025-01-01 11:01:33,16
2025-01-01 11:03:20,17
2025-01-01 11:03:21,18
2025-01-01 11:19:09,19
2025-01-01 11:27:23,20
2025-01-01 11:46:21,21
2025-01-01 11:47:43,22
2025-01-01 11:49:03,23
2025-01-01 11:49:04,24
2025-01-01 11:50:09,25
2025-01-01 11:50:11,26
2025-01-01 11:51:22,27
2025-01-01 11:52:53,28
2025-01-01 11:58:15,29
2025-01-01 11:58:57,30
2025-01-01 12:11:21,31
2025-01-01 12:14:39,32
2025-01-01 12:15:03,33
2025-01-01 12:15:09,34
2025-01-01 12:17:20,35
2025-01-01 12:20:57,36
2025-01-01 12:21:54,37
2025-01-01 12:23:33,38
2025-01-01 12:32:11,39
2025-01-01 12:32:13,40
2025-01-01 12:32:14,41
2025-01-01 12:37:06,42
2025-01-01 12:41:00,43
2025-01-01 12:41:48,44
2025-01-01 12:45:47,45
2025-01-01 12:45:49,46
2025-01-01 12:49:43,47
2025-01-01 12:59:25,48
2025-01-01 12:59:26,49
2025-01-01 13:02:30,50
2025-01-01 13:04:32,51
2025-01-01 13:08:40,52
2025-01-01 13:16:46,53
2025-01-01 13:17:20,54
2025-01-01 13:17:20,55
2025-01-01 13:17:26,56
2025-01-01 13:23:14,57
2025-01-01 13:23:22,58
2025-01-01 13:25:39,59
2025-01-01 13:28:14,60
2025-01-01 13:32:15,61
2025-01-01 13:37:09,62
2025-01-01 13:40:27,63
2025-01-01 13:42:04,64
2025-01-01 13:44:10,65
2025-01-01 13:44:11,66
2025-01-01 13:46:24,67
2025-01-01 13:51:49,68
2025-01-01 14:01:54,69
2025-01-01 14:03:26,70
2025-01-01 14:03:26,71
2025-01-01 14:05:19,72
2025-01-01 14:05:20,73
2025-01-01 14:06:42,74
2025-01-01 14:06:43,75
2025-01-01 14:09:29,76
2025-01-01 14:09:30,77
2025-01-01 14:12:20,78
2025-01-01 14:12:23,79
2025-01-01 14:12:54,80
2025-01-01 14:13:28,81
2025-01-01 14:15:10,82
2025-01-01 14:15:12,83
2025-01-01 14:17:19,84
2025-01-01 14:17:20,85
2025-01-01 14:19:28,86
2025-01-01 14:19:46,87
2025-01-01 14:29:17,88
2025-01-01 14:31:14,89
2025-01-01 14:32:01,90
2025-01-01 14:34:59,91
2025-01-01 14:36:00,92
2025-01-01 14:37:10,93
2025-01-01 14:37:59,94
2025-01-01 14:41:16,95
2025-01-01 14:42:19,96
2025-01-01 14:44:30,97
2025-01-01 14:45:17,98
2025-01-01 14:46:02,99
2025-01-01 15:04:19,100
2025-01-01 15:07:10,101
2025-01-01 15:08:23,102
2025-01-01 15:16:30,103
2025-01-01 15:18:11,104
2025-01-01 15:23:24,105
2025-01-01 15:27:59,106
2025-01-01 15:29:33,107
2025-01-01 15:29:34,108
2025-01-01 15:32:56,109
2025-01-01 15:32:57,110
2025-01-01 15:34:53,111
2025-01-01 15:34:54,112
2025-01-01 15:34:56,113
2025-01-01 15:38:44,114
2025-01-01 15:38:48,115
2025-01-01 15:41:13,116
2025-01-01 15:43:16,117
2025-01-01 15:43:21,118
2025-01-01 15:43:49,119
2025-01-01 15:45:37,120
2025-01-01 15:46:43,121
2025-01-01 15:48:50,122
2025-01-01 15:49:47,123
2025-01-01 15:51:23,124
2025-01-01 15:52:21,125
2025-01-01 15:52:40,126
2025-01-01 15:54:08,127
2025-01-01 15:54:17,128
2025-01-01 15:56:09,129
2025-01-01 16:02:01,130
2025-01-01 16:02:45,131
2025-01-01 16:06:56,132
2025-01-01 16:09:09,133
2025-01-01 16:09:20,134
2025-01-01 16:17:37,135
2025-01-01 16:18:05,136
2025-01-01 16:18:06,137
2025-01-01 16:18:20,138
2025-01-01 16:19:40,139
