Timestamp,VehicleCount
2024-12-31 11:41:49,1
2024-12-31 11:41:50,2
2024-12-31 11:42:16,3
2024-12-31 11:42:25,4
2024-12-31 11:42:34,5
2024-12-31 11:42:35,6
2024-12-31 11:43:54,7
2024-12-31 11:44:57,8
2024-12-31 11:45:08,9
2024-12-31 11:45:09,10
2024-12-31 11:46:21,11
2024-12-31 11:46:23,12
2024-12-31 11:46:58,13
2024-12-31 11:47:47,14
2024-12-31 11:48:17,15
2024-12-31 11:48:42,16
2024-12-31 11:49:03,17
2024-12-31 11:50:12,18
2024-12-31 11:50:13,19
2024-12-31 11:53:39,20
2024-12-31 11:55:40,21
2024-12-31 11:57:29,22
2024-12-31 11:57:58,23
2024-12-31 11:58:23,24
2024-12-31 11:59:44,25
2024-12-31 11:59:45,26
2024-12-31 11:59:45,27
2024-12-31 11:59:46,28
2024-12-31 12:01:56,29
2024-12-31 12:02:39,30
2024-12-31 12:07:35,31
2024-12-31 12:07:36,32
2024-12-31 12:07:59,33
2024-12-31 12:08:42,34
2024-12-31 12:08:46,35
2024-12-31 12:10:30,36
2024-12-31 12:10:55,37
2024-12-31 12:10:56,38
2024-12-31 12:11:30,39
2024-12-31 12:12:17,40
2024-12-31 12:12:48,41
2024-12-31 12:13:29,42
2024-12-31 12:14:35,43
2024-12-31 12:16:12,44
2024-12-31 12:18:32,45
2024-12-31 12:18:33,46
2024-12-31 12:19:56,47
2024-12-31 12:19:57,48
2024-12-31 12:21:35,49
2024-12-31 12:21:49,50
2024-12-31 12:22:37,51
2024-12-31 12:24:41,52
2024-12-31 12:25:10,53
2024-12-31 12:25:16,54
2024-12-31 12:25:18,55
2024-12-31 12:25:35,56
2024-12-31 12:28:35,57
2024-12-31 12:28:47,58
2024-12-31 12:30:40,59
2024-12-31 12:30:41,60
2024-12-31 12:30:57,61
2024-12-31 12:30:59,62
2024-12-31 12:33:55,63
2024-12-31 12:34:03,64
2024-12-31 12:34:14,65
2024-12-31 12:34:15,66
2024-12-31 12:35:07,67
2024-12-31 12:35:09,68
2024-12-31 12:36:11,69
2024-12-31 12:37:10,70
2024-12-31 12:41:05,71
2024-12-31 12:41:06,72
2024-12-31 12:49:21,73
2024-12-31 12:50:45,74
2024-12-31 12:50:46,75
2024-12-31 12:52:32,76
2024-12-31 12:52:43,77
2024-12-31 12:53:13,78
2024-12-31 12:55:47,79
2024-12-31 12:57:54,80
2024-12-31 12:58:48,81
2024-12-31 13:01:02,82
2024-12-31 13:02:38,83
2024-12-31 13:05:25,84
2024-12-31 13:05:38,85
2024-12-31 13:06:52,86
2024-12-31 13:07:42,87
2024-12-31 13:07:47,88
2024-12-31 13:07:49,89
2024-12-31 13:08:19,90
2024-12-31 13:09:41,91
2024-12-31 13:10:29,92
2024-12-31 13:10:30,93
2024-12-31 13:11:08,94
2024-12-31 13:15:13,95
2024-12-31 13:15:14,96
2024-12-31 13:20:44,97
2024-12-31 13:23:47,98
2024-12-31 13:23:48,99
2024-12-31 13:23:58,100
2024-12-31 13:25:04,101
2024-12-31 13:26:20,102
2024-12-31 13:27:14,103
2024-12-31 13:29:57,104
2024-12-31 13:32:20,105
2024-12-31 13:32:51,106
2024-12-31 13:35:26,107
2024-12-31 13:35:34,108
2024-12-31 13:36:15,109
2024-12-31 13:36:28,110
2024-12-31 13:37:28,111
2024-12-31 13:37:58,112
2024-12-31 13:38:42,113
2024-12-31 13:43:05,114
2024-12-31 13:43:06,115
2024-12-31 13:43:06,116
2024-12-31 13:44:41,117
2024-12-31 13:44:43,118
2024-12-31 13:48:25,119
2024-12-31 13:48:52,120
2024-12-31 13:50:29,121
2024-12-31 13:50:34,122
2024-12-31 13:51:57,123
2024-12-31 13:54:20,124
2024-12-31 13:55:26,125
2024-12-31 13:57:52,126
2024-12-31 13:57:53,127
2024-12-31 13:59:04,128
2024-12-31 13:59:05,129
2024-12-31 14:02:10,130
2024-12-31 14:02:11,131
2024-12-31 14:04:31,132
2024-12-31 14:05:34,133
2024-12-31 14:13:43,134
2024-12-31 14:19:35,135
2024-12-31 14:20:24,136
2024-12-31 14:20:32,137
2024-12-31 14:20:38,138
2024-12-31 14:20:39,139
2024-12-31 14:21:18,140
2024-12-31 14:21:30,141
2024-12-31 14:22:10,142
2024-12-31 14:22:33,143
2024-12-31 14:23:48,144
2024-12-31 14:25:06,145
2024-12-31 14:27:20,146
2024-12-31 14:31:19,147
2024-12-31 14:31:20,148
2024-12-31 14:31:48,149
2024-12-31 14:34:54,150
2024-12-31 14:34:57,151
2024-12-31 14:34:59,152
2024-12-31 14:35:10,153
2024-12-31 14:36:10,154
2024-12-31 14:37:06,155
2024-12-31 14:37:58,156
2024-12-31 14:42:30,157
2024-12-31 14:44:23,158
2024-12-31 14:44:48,159
2024-12-31 14:45:18,160
2024-12-31 14:45:25,161
2024-12-31 14:45:27,162
2024-12-31 14:45:28,163
2024-12-31 14:47:04,164
2024-12-31 14:47:05,165
2024-12-31 14:55:41,166
2024-12-31 14:58:33,167
2024-12-31 14:59:11,168
2024-12-31 14:59:12,169
2024-12-31 14:59:13,170
2024-12-31 15:00:31,171
2024-12-31 15:00:38,172
2024-12-31 15:01:30,173
2024-12-31 15:04:51,174
2024-12-31 15:06:25,175
2024-12-31 15:09:25,176
2024-12-31 15:11:04,177
2024-12-31 15:11:19,178
2024-12-31 15:12:12,179
2024-12-31 15:13:54,180
2024-12-31 15:13:55,181
2024-12-31 15:14:24,182
2024-12-31 15:14:29,183
2024-12-31 15:17:41,184
2024-12-31 15:17:42,185
2024-12-31 15:17:52,186
2024-12-31 15:19:36,187
2024-12-31 15:22:41,188
2024-12-31 15:24:33,189
2024-12-31 15:27:58,190
2024-12-31 15:30:01,191
2024-12-31 15:30:19,192
2024-12-31 15:31:10,193
2024-12-31 15:32:19,194
2024-12-31 15:35:03,195
2024-12-31 15:35:42,196
2024-12-31 15:36:21,197
2024-12-31 15:36:53,198
2024-12-31 15:36:53,199
2024-12-31 15:37:48,200
2024-12-31 15:37:59,201
2024-12-31 15:38:05,202
2024-12-31 15:38:34,203
2024-12-31 15:38:51,204
2024-12-31 15:39:03,205
2024-12-31 15:39:15,206
2024-12-31 15:39:26,207
2024-12-31 15:39:48,208
2024-12-31 15:39:54,209
2024-12-31 15:40:04,210
2024-12-31 15:40:16,211
2024-12-31 15:40:30,212
2024-12-31 15:40:43,213
2024-12-31 15:40:49,214
2024-12-31 15:40:59,215
2024-12-31 15:41:12,216
2024-12-31 15:41:18,217
2024-12-31 15:41:24,218
2024-12-31 15:41:40,219
2024-12-31 15:41:50,220
2024-12-31 15:41:58,221
2024-12-31 15:42:16,222
2024-12-31 15:42:39,223
2024-12-31 15:42:53,224
2024-12-31 15:43:05,225
2024-12-31 15:43:05,226
2024-12-31 15:43:13,227
2024-12-31 15:43:19,228
2024-12-31 15:43:44,229
2024-12-31 15:44:12,230
2024-12-31 15:44:26,231
2024-12-31 15:44:44,232
2024-12-31 15:45:02,233
2024-12-31 15:45:04,234
2024-12-31 15:45:12,235
2024-12-31 15:45:18,236
2024-12-31 15:45:19,237
2024-12-31 15:45:49,238
2024-12-31 15:48:15,239
2024-12-31 15:48:23,240
2024-12-31 15:49:30,241
2024-12-31 15:51:15,242
2024-12-31 15:51:23,243
2024-12-31 15:52:10,244
2024-12-31 15:53:21,245
2024-12-31 15:54:56,246
2024-12-31 15:55:55,247
2024-12-31 15:56:22,248
2024-12-31 15:56:34,249
2024-12-31 15:57:54,250
2024-12-31 15:57:54,251
2024-12-31 15:58:57,252
2024-12-31 15:59:52,253
2024-12-31 16:00:24,254
2024-12-31 16:02:18,255
2024-12-31 16:04:48,256
2024-12-31 16:04:58,257
2024-12-31 16:07:28,258
2024-12-31 16:07:29,259
2024-12-31 16:07:53,260
2024-12-31 16:07:54,261
2024-12-31 16:08:52,262
2024-12-31 16:10:54,263
2024-12-31 16:14:04,264
2024-12-31 16:37:21,265
