Timestamp,VehicleCount
2024-12-30 13:22:00,1
2024-12-30 13:22:02,2
2024-12-30 13:23:33,3
2024-12-30 13:25:01,4
2024-12-30 13:25:47,5
2024-12-30 13:26:31,6
2024-12-30 13:27:03,7
2024-12-30 13:28:06,8
2024-12-30 13:28:08,9
2024-12-30 13:29:46,10
2024-12-30 13:29:50,11
2024-12-30 13:32:00,12
2024-12-30 13:32:02,13
2024-12-30 13:32:19,14
2024-12-30 13:32:20,15
2024-12-30 13:33:25,16
2024-12-30 13:33:56,17
2024-12-30 13:34:00,18
2024-12-30 13:35:32,19
2024-12-30 13:35:36,20
2024-12-30 13:35:44,21
2024-12-30 13:35:46,22
2024-12-30 13:37:06,23
2024-12-30 13:37:10,24
2024-12-30 13:39:14,25
2024-12-30 13:39:15,26
2024-12-30 13:39:17,27
2024-12-30 13:41:43,28
2024-12-30 13:42:54,29
2024-12-30 13:44:08,30
2024-12-30 13:44:16,31
2024-12-30 13:45:15,32
2024-12-30 13:45:28,33
2024-12-30 13:46:49,34
2024-12-30 13:47:09,35
2024-12-30 13:47:10,36
2024-12-30 13:47:46,37
2024-12-30 13:49:29,38
2024-12-30 13:49:31,39
2024-12-30 13:50:08,40
2024-12-30 13:50:10,41
2024-12-30 13:50:51,42
2024-12-30 13:50:52,43
2024-12-30 13:51:55,44
2024-12-30 13:51:59,45
2024-12-30 13:54:06,46
2024-12-30 13:55:42,47
2024-12-30 13:55:44,48
2024-12-30 14:00:13,49
2024-12-30 14:00:14,50
2024-12-30 14:00:23,51
2024-12-30 14:01:58,52
2024-12-30 14:02:00,53
2024-12-30 14:02:52,54
2024-12-30 14:03:08,55
2024-12-30 14:03:14,56
2024-12-30 14:03:16,57
2024-12-30 14:03:53,58
2024-12-30 14:06:58,59
2024-12-30 14:10:31,60
2024-12-30 14:11:12,61
2024-12-30 14:11:36,62
2024-12-30 14:11:38,63
2024-12-30 14:13:20,64
2024-12-30 14:13:22,65
2024-12-30 14:13:23,66
2024-12-30 14:13:54,67
2024-12-30 14:14:11,68
2024-12-30 14:14:16,69
2024-12-30 14:14:17,70
2024-12-30 14:14:38,71
2024-12-30 14:14:49,72
2024-12-30 14:14:54,73
2024-12-30 14:15:07,74
2024-12-30 14:15:08,75
2024-12-30 14:15:09,76
2024-12-30 14:16:02,77
2024-12-30 14:16:28,78
2024-12-30 14:16:30,79
2024-12-30 14:16:53,80
2024-12-30 14:16:55,81
2024-12-30 14:17:40,82
2024-12-30 14:19:00,83
2024-12-30 14:20:23,84
2024-12-30 14:20:24,85
2024-12-30 14:20:28,86
2024-12-30 14:20:44,87
2024-12-30 14:20:45,88
2024-12-30 14:22:00,89
2024-12-30 14:22:21,90
2024-12-30 14:24:50,91
2024-12-30 14:24:52,92
2024-12-30 14:25:31,93
2024-12-30 14:30:15,94
2024-12-30 14:30:16,95
2024-12-30 14:31:12,96
2024-12-30 14:31:56,97
2024-12-30 14:31:59,98
2024-12-30 14:32:01,99
2024-12-30 14:32:45,100
2024-12-30 14:32:53,101
2024-12-30 14:32:54,102
2024-12-30 14:33:53,103
2024-12-30 14:34:15,104
2024-12-30 14:34:17,105
2024-12-30 14:34:51,106
2024-12-30 14:34:53,107
2024-12-30 14:35:42,108
2024-12-30 14:36:36,109
2024-12-30 14:36:43,110
2024-12-30 14:37:36,111
2024-12-30 14:39:28,112
2024-12-30 14:39:30,113
2024-12-30 14:40:25,114
2024-12-30 14:40:27,115
2024-12-30 14:40:34,116
2024-12-30 14:41:06,117
2024-12-30 14:41:07,118
2024-12-30 14:41:08,119
2024-12-30 14:41:09,120
2024-12-30 14:41:09,121
2024-12-30 14:41:12,122
2024-12-30 14:42:31,123
2024-12-30 14:43:36,124
2024-12-30 14:43:38,125
2024-12-30 14:44:59,126
2024-12-30 14:46:33,127
2024-12-30 14:46:35,128
2024-12-30 14:47:25,129
2024-12-30 14:47:49,130
2024-12-30 14:47:51,131
2024-12-30 14:49:17,132
2024-12-30 14:49:19,133
2024-12-30 14:50:05,134
2024-12-30 14:50:07,135
2024-12-30 14:50:50,136
2024-12-30 14:51:40,137
2024-12-30 14:52:09,138
2024-12-30 14:52:31,139
2024-12-30 14:52:41,140
2024-12-30 14:52:53,141
2024-12-30 14:52:57,142
2024-12-30 14:52:59,143
2024-12-30 14:57:07,144
2024-12-30 14:57:09,145
2024-12-30 14:57:49,146
2024-12-30 14:59:48,147
2024-12-30 15:00:42,148
2024-12-30 15:00:45,149
2024-12-30 15:00:48,150
2024-12-30 15:00:56,151
2024-12-30 15:01:04,152
2024-12-30 15:01:07,153
2024-12-30 15:01:45,154
2024-12-30 15:02:30,155
2024-12-30 15:04:14,156
2024-12-30 15:06:19,157
2024-12-30 15:06:24,158
2024-12-30 15:07:26,159
2024-12-30 15:08:22,160
2024-12-30 15:08:46,161
2024-12-30 15:08:47,162
2024-12-30 15:09:03,163
2024-12-30 15:09:04,164
2024-12-30 15:09:55,165
2024-12-30 15:09:56,166
2024-12-30 15:10:43,167
2024-12-30 15:10:47,168
2024-12-30 15:12:47,169
2024-12-30 15:12:49,170
2024-12-30 15:12:50,171
2024-12-30 15:13:02,172
2024-12-30 15:16:03,173
2024-12-30 15:16:12,174
2024-12-30 15:16:34,175
2024-12-30 15:16:38,176
2024-12-30 15:17:13,177
