Timestamp,VehicleCount
2024-12-30 13:00:21,1
2024-12-30 13:01:12,2
2024-12-30 13:02:21,3
2024-12-30 13:03:53,4
2024-12-30 13:03:54,5
2024-12-30 13:04:50,6
2024-12-30 13:04:52,7
2024-12-30 13:05:05,8
2024-12-30 13:06:28,9
2024-12-30 13:06:30,10
2024-12-30 13:07:24,11
2024-12-30 13:07:27,12
2024-12-30 13:07:46,13
2024-12-30 13:07:46,14
2024-12-30 13:08:24,15
2024-12-30 13:08:45,16
2024-12-30 13:10:36,17
2024-12-30 13:13:01,18
2024-12-30 13:14:12,19
2024-12-30 13:14:16,20
2024-12-30 13:14:36,21
2024-12-30 13:15:23,22
2024-12-30 13:16:31,23
2024-12-30 13:16:33,24
2024-12-30 13:16:43,25
2024-12-30 13:16:52,26
2024-12-30 13:18:00,27
2024-12-30 13:18:40,28
2024-12-30 13:18:40,29
2024-12-30 13:18:41,30
2024-12-30 13:18:42,31
2024-12-30 13:18:44,32
2024-12-30 13:18:45,33
